chunk_id,timestamp,english,spanish_a,spanish_b,stt_latency_ms,latency_a_ms,latency_b_ms,e2e_latency_ms,true_e2e_ms,silence_delay_ms,queue_wait_ms,stt_confidence,tps_a,tps_b,qe_a,qe_b,utterance_dur,homophone_flags,near_miss_flags,bad_split,marian_similarity,marian_pt_ms,partial_stt_ms,marian_backend,word_stability_pct,gen_tokens_a,prompt_tokens_a,prefill_ms_a,ttft_ms_a,decode_ms_a,finish_reason_a,draft_tokens_a,draft_accept_a,speaker,timing_schema_version,source_lang,target_lang,session_kind,utterance_id,endpoint_reason,timing_source,speech_end_to_final_ms,vad_wait_ms,stt_queue_wait_ms,translation_queue_wait_ms,finalization_overhead_ms,broadcast_ms,input_audio_path
12,2026-09-09T20:28:51.076240,"No, think about a doctor.","No, piensa en un médico.",,1101.4,98.4,0.0,1245.9,2972.1,1726.2,16.2,0.95,0.0,0.0,1.0,,1.73,,,,0.33,25.7,268.1,ct2-int8,0.667,,,,,,,,,,2,en,es,replay,12,silence,replay_realtime,1731.3,483.8,18.4,0.0,1.5,0.1,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
13,2026-09-09T20:29:00.130860,What does a doctor long to do when he goes about his profession? He wants to,¿Qué anhela hacer un médico cuando se dedica a su profesión? Él quiere,,214.7,1467.2,0.0,1784.1,9179.3,7395.1,0.1,0.99,32.4,0.0,1.0,,4.86,,,Y,0.59,143.9,231.7,ct2-int8,0.6,17,43,83.56212504440919,916.9569590012543,550.2399160177447,stop,0,0.0,,2,en,es,replay,13,smart_cut,replay_realtime,4929.9,3144.3,0.3,81.7,1.3,0.1,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
14,2026-09-09T20:29:01.371630,"Maybe this is too generic, but a doctor longs to heal people.","Quizás esto es demasiado genérico, pero un médico anhela curar a las personas.",,606.5,905.4,0.0,1587.0,6169.5,4582.5,4.3,0.99,35.3,0.0,1.0,,4.54,,,,0.5,64.0,1059.7,ct2-int8,0.727,20,40,66.4422910194844,312.3843749635853,593.0397090269253,stop,0,0.0,,2,en,es,replay,14,silence,replay_realtime,2074.6,486.5,4.5,0.0,1.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
15,2026-09-09T20:29:10.162975,And what does a teacher love to do? A teacher loves to teach and bring people to understand,¿Y qué le encanta hacer a un profesor? A un profesor le encanta enseñar y hacer que la gente entienda,,324.2,1400.9,0.0,1737.9,9444.9,7707.0,0.2,1.0,44.9,0.0,1.0,,7.46,,,,0.5,196.0,768.1,ct2-int8,0.5,24,45,62.72795901168138,846.0112499888055,554.9064580118284,stop,0,0.0,,2,en,es,replay,15,smart_cut,replay_realtime,2289.9,550.2,1.1,0.1,1.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
17,2026-09-09T20:29:15.255816,Well what does a savior love to do?,¿Qué le gusta hacer a un salvador?,,1534.8,679.5,0.0,2223.4,4730.3,2506.9,2.3,0.98,39.6,0.0,1.0,,2.62,,,,1.0,866.7,210.6,ct2-int8,1.0,11,35,68.98341601481661,380.3329159854911,299.1873749997467,stop,0,0.0,,2,en,es,replay,17,silence,replay_realtime,2710.8,486.7,2.6,0.1,0.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
18,2026-09-09T20:29:21.420497,Savior loves to save.,Salvador ama salvar.,,121.8,38.5,0.0,163.8,6908.2,6744.4,0.1,0.97,0.0,0.0,1.0,,2.05,,,,0.25,73.2,169.3,ct2-int8,0.188,,,,,,,,,,2,en,es,replay,18,smart_cut,replay_realtime,6123.5,5958.8,0.1,0.0,0.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
19,2026-09-09T20:29:24.866821,And God here is described as the Savior. He loves to save. He he's full of mercy. He's kind.,Y Dios aquí es descrito como el Salvador. Le encanta salvar. Está lleno de misericordia. Es amable.,,198.4,1357.4,0.0,1565.2,9568.5,8003.3,0.1,0.98,50.8,0.0,1.0,,7.74,,,,0.72,123.8,180.5,ct2-int8,0.737,23,53,118.77987498883158,884.4922499847598,472.8746669716202,stop,0,0.0,,2,en,es,replay,19,smart_cut,replay_realtime,1825.8,259.2,0.3,0.0,1.2,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
20,2026-09-09T20:29:32.067977,"He's slow to anger, abounding in steadfast love. He's not willing that any should perish.","Es lento para la ira, rebosante de amor fiel. No quiere que ninguno perezca.",,164.9,1379.5,0.0,1562.3,9025.5,7463.2,9.0,0.99,45.9,0.0,0.85,,7.42,,,,0.35,93.4,158.4,ct2-int8,0.667,22,49,121.89845799002795,881.1599590117112,498.351999965962,stop,0,0.0,,2,en,es,replay,20,silence,replay_realtime,2050.9,487.1,9.2,0.1,1.4,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
21,2026-09-09T20:29:37.367835,But he wants everyone to come to repentance.,Pero quiere que todos vengan al arrepentimiento.,,806.5,1196.8,0.0,3051.6,6828.6,3777.1,26.7,0.97,47.7,0.0,1.0,,3.78,,,,0.88,40.5,248.3,ct2-int8,0.875,11,35,190.70545805152506,938.4827080066316,258.3232499891892,stop,0,0.0,,2,en,es,replay,21,silence,replay_realtime,3542.8,488.6,27.1,0.2,2.1,0.1,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
22,2026-09-09T20:29:39.357657,He is a savior and he loves to save.,Él es un salvador y le encanta salvar.,,984.4,731.1,0.0,1726.8,3235.1,1508.3,5.3,0.98,47.1,0.0,1.0,,2.66,,,,0.11,89.5,256.0,ct2-int8,0.5,12,36,58.29541600542142,446.49029202992097,284.5617499551736,stop,0,0.0,,2,en,es,replay,22,silence,replay_realtime,2236.6,507.7,5.8,0.1,1.9,0.5,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
23,2026-09-09T20:29:49.164375,"That also means that if he is the savior, God is the God is the one who does the saving.","Eso también significa que si él es el salvador, Dios es el Dios que hace la salvación.",,241.8,2043.8,0.0,2324.9,10136.9,7812.0,0.4,0.98,37.2,0.0,1.0,,5.47,,,,0.72,115.2,177.1,ct2-int8,0.68,22,48,85.68762498907745,1429.9152500461787,613.9234169968404,stop,0,0.0,,2,en,es,replay,23,smart_cut,replay_realtime,4875.3,2549.0,3.8,7.5,1.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
24,2026-09-09T20:29:54.774823,"So his desire is that you be saved, but don't get it","Así que su deseo es que seas salvo, pero no lo consigas",,337.7,1798.7,0.0,2469.9,10484.8,8015.0,0.1,0.98,33.6,0.0,1.0,,4.0,,,Y,0.48,332.6,506.2,ct2-int8,0.423,15,41,113.44466701848432,1293.2949590031058,505.41904097190127,stop,0,0.0,,2,en,es,replay,24,smart_cut,replay_realtime,6485.7,4014.9,0.3,1.1,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
25,2026-09-09T20:29:56.209845,"You know, don't get it twisted and think that therefore you go and save yourself.","Sabes, no te equivoques y no pienses que por eso vas y te salvas.",,865.2,961.3,0.0,2289.2,7919.5,5630.3,17.6,0.99,40.6,0.0,0.85,,4.67,,,,0.0,35.2,242.3,ct2-int8,0.0,22,45,62.67679197480902,397.69574999809265,563.5870829573832,stop,0,0.0,,2,en,es,replay,25,silence,replay_realtime,3696.7,1406.1,443.0,0.1,1.2,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
26,2026-09-09T20:30:00.145984,God is the savior. He does all the saving.,Dios es el salvador. Él hace todo el salvación.,,804.0,798.8,0.0,2559.0,6139.0,3580.0,67.2,0.98,36.9,0.0,1.0,,3.65,,,,0.64,51.2,181.1,ct2-int8,0.7,14,37,62.142333947122104,398.5547089832835,400.2908749971539,stop,0,0.0,,2,en,es,replay,26,silence,replay_realtime,3056.9,495.6,67.6,146.9,0.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
27,2026-09-09T20:30:07.950865,"And we're gonna look at here in a second what it is that God does, what he has done","Y vamos a ver aquí en un segundo lo que hace Dios, lo que ha hecho",,247.7,1737.4,0.0,2052.1,9930.2,7878.1,0.1,0.99,36.9,0.0,0.85,,6.14,,,,0.52,117.3,312.9,ct2-int8,0.65,18,48,79.36929201241583,1063.3865419658832,674.0507500362583,stop,0,0.0,,2,en,es,replay,27,smart_cut,replay_realtime,3917.9,1863.8,0.5,36.6,1.8,0.1,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
28,2026-09-09T20:30:12.267028,to accomplish salvation for you and for me.,para lograr la salvación para ti y para mí.,,1725.5,826.5,0.0,2742.9,8233.2,5490.3,29.3,0.99,33.3,0.0,1.0,,3.94,,,,1.0,519.5,856.9,ct2-int8,1.0,12,35,84.1892909957096,439.5522080012597,386.953666980844,stop,0,0.0,,2,en,es,replay,28,silence,replay_realtime,4745.9,2001.9,29.8,123.7,0.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
29,2026-09-09T20:30:18.915670,Salvation really only occurs when when God does something that is completely outside of our ability to do.,La salvación realmente solo ocurre cuando Dios hace algo que está completamente fuera de nuestra capacidad de hacerlo.,,280.0,1750.3,0.0,2059.5,9224.7,7165.3,0.1,0.99,40.7,0.0,1.0,,7.87,,,,0.83,72.5,256.6,ct2-int8,0.938,21,46,178.70741698425263,1207.0973750087433,543.2383330189623,stop,0,0.0,,2,en,es,replay,29,smart_cut,replay_realtime,2210.5,148.2,0.3,0.2,2.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
30,2026-09-09T20:30:21.350060,Otherwise we wouldn't need to be saved.,De lo contrario no necesitaríamos ser salvados.,,1228.3,134.5,0.0,1373.9,4643.5,3269.6,7.6,0.99,0.0,0.0,1.0,,2.75,,,,1.0,53.3,249.0,ct2-int8,1.0,,,,,,,,,,2,en,es,replay,30,silence,replay_realtime,1860.9,485.5,7.8,0.2,1.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
31,2026-09-09T20:30:28.076438,"If salvation was something we could do, then we wouldn't be in need of rescue.","Si la salvación fuera algo que pudiéramos hacer, no necesitaríamos rescate.",,1246.1,841.4,0.0,2113.1,7107.5,4994.4,6.6,0.99,37.9,0.0,1.0,,5.6,,,,0.77,94.2,274.2,ct2-int8,0.833,19,45,77.00283400481567,314.9086249759421,526.4778340351768,stop,0,0.0,,2,en,es,replay,31,silence,replay_realtime,2603.3,488.6,6.8,0.1,1.4,0.1,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
32,2026-09-09T20:30:29.016811,And so for my,Y así por mi,,401.3,31.8,0.0,434.7,1867.7,1433.0,1.2,0.95,0.0,0.0,1.0,,1.6,,,Y,0.33,26.7,171.2,ct2-int8,0.5,,,,,,,,,,2,en,es,replay,32,silence,replay_realtime,919.6,484.9,1.3,0.0,0.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
