chunk_id,timestamp,english,spanish_a,spanish_b,stt_latency_ms,latency_a_ms,latency_b_ms,e2e_latency_ms,true_e2e_ms,silence_delay_ms,queue_wait_ms,stt_confidence,tps_a,tps_b,qe_a,qe_b,utterance_dur,homophone_flags,near_miss_flags,bad_split,marian_similarity,marian_pt_ms,partial_stt_ms,marian_backend,word_stability_pct,gen_tokens_a,prompt_tokens_a,prefill_ms_a,ttft_ms_a,decode_ms_a,finish_reason_a,draft_tokens_a,draft_accept_a,speaker,timing_schema_version,source_lang,target_lang,session_kind,utterance_id,endpoint_reason,timing_source,speech_end_to_final_ms,vad_wait_ms,stt_queue_wait_ms,translation_queue_wait_ms,finalization_overhead_ms,broadcast_ms,input_audio_path,sample_start,sample_end,sample_rate,speech_end_sample,padding_samples
12,2026-09-09T20:42:15.530173,"No, think about a doctor.","No, piensa en un médico.",,535.4,38.6,0.0,576.3,2304.2,1727.9,1.9,0.95,0.0,0.0,1.0,,1.73,,,,1.0,36.9,259.8,ct2-int8,1.0,,,,,,,,,,2,en,es,replay,12,silence,replay_realtime,1067.4,490.4,2.0,0.0,0.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,2399232,2482176,48000,2460672,0
13,2026-09-09T20:42:25.520614,What does a doctor long to do when he goes about his profession? He wants to,¿Qué anhela hacer un médico cuando se dedica a su profesión? Él quiere,,170.0,1784.8,0.0,2048.6,9985.9,7937.3,0.2,0.99,29.3,0.0,1.0,,4.86,,,Y,0.59,85.0,180.9,ct2-int8,0.6,17,43,158.94904203014448,1177.8808750095777,606.8988749757409,stop,0,0.0,,2,en,es,replay,13,smart_cut,replay_realtime,5201.8,3151.5,0.6,66.8,1.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,2508288,2741760,48000,2741760,0
14,2026-09-09T20:42:26.930134,"Maybe this is too generic, but a doctor longs to heal people.","Quizás esto es demasiado genérico, pero un médico anhela curar a la gente.",,271.3,1050.1,0.0,2029.4,6609.7,4580.3,5.3,0.99,28.0,0.0,1.0,,4.54,,,,0.5,61.4,1198.6,ct2-int8,0.727,20,40,138.35216697771102,311.67262501548976,738.4512499556877,stop,0,0.0,,2,en,es,replay,14,silence,replay_realtime,2515.4,484.3,5.5,450.6,1.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,2741760,2959872,48000,2938368,0
15,2026-09-09T20:42:35.710043,And what does a teacher love to do? A teacher loves to teach and bring people to understand,¿Y qué le encanta hacer a un profesor? A un profesor le encanta enseñar y hacer que la gente entienda,,210.7,1940.0,0.0,2163.6,9935.9,7772.3,0.1,1.0,28.2,0.0,1.0,,7.46,,,,0.5,112.8,183.9,ct2-int8,0.5,24,45,129.55979199614376,1066.1795829655603,873.7997090211138,stop,0,0.0,,2,en,es,replay,15,smart_cut,replay_realtime,2719.3,552.8,0.3,0.1,2.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,2992128,3350016,48000,3350016,0
17,2026-09-09T20:42:39.471945,Well what does a savior love to do?,"Bueno, ¿qué le encanta hacer a un salvador?",,491.3,768.0,0.0,1319.8,3942.8,2623.0,1.4,0.98,28.9,0.0,1.0,,2.62,,,,0.67,39.2,115.7,ct2-int8,0.857,13,35,120.74400001438336,293.2627499685623,474.70329102361575,stop,0,0.0,,2,en,es,replay,17,silence,replay_realtime,1809.2,488.8,1.5,0.0,0.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,3469824,3595776,48000,3574272,0
18,2026-09-09T20:42:46.529369,Savior loves to save.,Salvador ama salvar.,,115.4,30.3,0.0,148.6,7937.6,7788.9,0.1,0.97,0.0,0.0,1.0,,2.05,,,,0.25,88.2,183.1,ct2-int8,0.188,,,,,,,,,,2,en,es,replay,18,smart_cut,replay_realtime,6114.6,5965.2,0.2,0.0,0.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,3608064,3706368,48000,3706368,0
19,2026-09-09T20:42:50.563967,And God here is described as the Savior. He loves to save. He he's full of mercy. He's kind.,Y Dios aquí es descrito como el Salvador. Le encanta salvar. Él está lleno de misericordia. Es amable.,,182.4,1944.6,0.0,2139.2,10147.7,8008.5,0.1,0.98,30.0,0.0,1.0,,7.74,,,,0.78,129.7,182.1,ct2-int8,0.789,24,53,184.2775410041213,1122.2227499820292,822.3430420039222,stop,0,0.0,,2,en,es,replay,19,smart_cut,replay_realtime,2405.2,264.4,0.2,0.0,1.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,3706368,4078080,48000,4078080,0
20,2026-09-09T20:42:57.804025,"He's slow to anger, abounding in steadfast love. He's not willing that any should perish.","Es lento para la ira, rebosante de amor leal. No quiere que nadie perezca.",,152.6,1999.9,0.0,2174.8,9643.8,7469.0,9.8,0.99,26.7,0.0,0.85,,7.42,,,,0.35,62.6,149.0,ct2-int8,0.667,23,49,190.40254200808704,1116.723541985266,883.2099580322392,stop,0,0.0,,2,en,es,replay,20,silence,replay_realtime,2669.2,492.9,10.1,0.1,1.4,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,4078080,4434432,48000,4412928,0
21,2026-09-09T20:43:00.921566,But he wants everyone to come to repentance.,Pero él quiere que todos vengan al arrepentimiento.,,558.4,724.9,0.0,1368.4,5265.2,3896.8,4.8,0.97,28.9,0.0,1.0,,3.78,,,,1.0,41.7,116.6,ct2-int8,1.0,12,35,115.79145799623802,289.03412498766556,435.8910000300966,stop,0,0.0,,2,en,es,replay,21,silence,replay_realtime,1978.7,609.4,4.9,0.1,0.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,4435968,4617216,48000,4595712,0
22,2026-09-09T20:43:03.938701,He is a savior and he loves to save.,Él es un salvador y le encanta salvar.,,487.8,625.6,0.0,1208.3,3847.7,2639.5,3.8,0.98,36.8,0.0,1.0,,2.66,,,,0.88,37.8,161.8,ct2-int8,1.0,12,36,113.62874996848403,275.8784159668721,349.7647090116516,stop,0,0.0,,2,en,es,replay,22,silence,replay_realtime,1699.9,490.7,4.1,0.0,0.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,4647936,4775424,48000,4753920,0
23,2026-09-09T20:43:14.075427,"That also means that if he is the savior, God is the God is the one who does the saving.","Eso también significa que si él es el salvador, Dios es el que hace la salvación.",,190.3,1926.2,0.0,2125.9,10095.5,7969.7,0.1,0.98,27.8,0.0,1.0,,5.47,,,,0.72,122.1,174.8,ct2-int8,0.64,21,48,191.58320903079584,1147.592708002776,778.6540000233799,stop,0,0.0,,2,en,es,replay,23,smart_cut,replay_realtime,4668.6,2541.4,0.2,0.1,1.2,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,4835328,5097984,48000,5097984,0
24,2026-09-09T20:43:18.709823,"So his desire is that you be saved, but don't get it","Así que su deseo es que seas salvo, pero no lo entiendas",,193.6,1089.8,0.0,1289.9,9302.1,8012.1,0.0,0.98,24.5,0.0,1.0,,4.0,,,Y,0.48,166.1,187.1,ct2-int8,0.423,15,41,137.92225002544,452.5395410018973,637.2886670287699,stop,0,0.0,,2,en,es,replay,24,smart_cut,replay_realtime,5303.0,4012.1,0.1,0.0,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,5097984,5289984,48000,5289984,0
25,2026-09-09T20:43:20.013488,"You know, don't get it twisted and think that therefore you go and save yourself.","Sabes, no te confundas y pienses que por lo tanto vas y te salvas.",,531.8,984.9,0.0,1888.5,6605.0,4716.5,5.9,0.99,30.8,0.0,0.85,,4.67,,,,0.71,93.7,542.8,ct2-int8,0.8,21,45,114.34612498851493,282.14083396596834,702.8000000282191,stop,0,0.0,,2,en,es,replay,25,silence,replay_realtime,2382.6,492.4,284.1,0.0,1.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,5289984,5514240,48000,5492736,0
26,2026-09-09T20:43:24.469069,God is the savior. He does all the saving.,Dios es el salvador. Él hace toda la salvación.,,861.1,808.7,0.0,1773.8,5270.1,3496.3,3.1,0.98,30.9,0.0,1.0,,3.65,,,,0.46,54.9,110.3,ct2-int8,0.6,14,37,129.57054196158424,331.9429580005817,476.7206670367159,stop,0,0.0,,2,en,es,replay,26,silence,replay_realtime,2262.2,487.7,3.3,0.0,0.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,5558784,5733888,48000,5712384,0
27,2026-09-09T20:43:33.105671,"And we're gonna look at here in a second what it is that God does, what he has done","Y vamos a ver aquí en un segundo lo que es lo que Dios hace, lo que ha hecho",,185.6,1891.3,0.0,2085.2,10055.3,7970.2,0.1,0.99,30.8,0.0,1.0,,6.14,,,,0.82,75.1,148.0,ct2-int8,0.889,21,48,137.84429198130965,1184.9150420166552,706.3714999821968,stop,0,0.0,,2,en,es,replay,27,smart_cut,replay_realtime,3954.8,1868.5,0.3,0.5,1.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,5750784,6045696,48000,6045696,0
28,2026-09-09T20:43:34.191309,to accomplish salvation for you and for me.,lograr la salvación para ti y para mí.,,340.4,660.6,0.0,1061.7,5039.4,3977.7,6.0,0.99,34.6,0.0,0.85,,3.94,,,,1.0,171.6,244.3,ct2-int8,0.889,12,35,113.82016702555119,288.95379102323204,371.6188339749351,stop,0,0.0,,2,en,es,replay,28,silence,replay_realtime,1552.4,489.6,6.4,0.0,1.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,6045696,6234624,48000,6213120,0
29,2026-09-09T20:43:43.942592,Salvation really only occurs when when God does something that is completely outside of our ability to do.,La salvación realmente solo ocurre cuando Dios hace algo que está completamente fuera de nuestra capacidad de hacer.,,259.3,1700.4,0.0,1973.3,9950.0,7976.7,0.1,0.99,29.7,0.0,1.0,,7.87,,,,0.83,90.3,157.3,ct2-int8,0.938,21,46,164.18304201215506,968.4714159811847,731.939000019338,stop,0,0.0,,2,en,es,replay,29,smart_cut,replay_realtime,2119.7,143.9,0.2,0.1,2.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,6276096,6653952,48000,6653952,0
30,2026-09-09T20:43:45.837403,Otherwise we wouldn't need to be saved.,De lo contrario no necesitaríamos ser salvados.,,699.2,40.2,0.0,745.9,4013.7,3267.8,6.1,0.99,0.0,0.0,1.0,,2.75,,,,1.0,47.2,139.3,ct2-int8,1.0,,,,,,,,,,2,en,es,replay,30,silence,replay_realtime,1230.5,483.7,6.2,0.0,0.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,6653952,6809088,48000,6787584,0
31,2026-09-09T20:43:53.183285,"If salvation was something we could do, then we wouldn't be in need of rescue.","Si la salvación fuera algo que pudiéramos hacer, entonces no necesitaríamos ser rescatados.",,1107.5,981.0,0.0,2100.2,7474.6,5374.4,3.1,0.99,30.8,0.0,1.0,,5.6,,,,0.79,202.4,137.4,ct2-int8,0.917,21,45,113.59937500674278,276.63216704968363,704.3851249618456,stop,0,0.0,,2,en,es,replay,31,silence,replay_realtime,2592.4,490.1,3.3,0.0,1.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,6827520,7096320,48000,7074816,0
32,2026-09-09T20:43:54.045654,And so for my,Y así por mi,,310.0,23.2,0.0,336.1,1947.4,1611.3,2.5,0.95,0.0,0.0,1.0,,1.6,,,Y,0.33,21.6,83.1,ct2-int8,0.5,,,,,,,,,,2,en,es,replay,32,silence,replay_realtime,830.7,494.5,2.6,0.0,0.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav,7145472,7200000,48000,7200000,22272
