chunk_id,timestamp,english,spanish_a,spanish_b,stt_latency_ms,latency_a_ms,latency_b_ms,e2e_latency_ms,true_e2e_ms,silence_delay_ms,queue_wait_ms,stt_confidence,tps_a,tps_b,qe_a,qe_b,utterance_dur,homophone_flags,near_miss_flags,bad_split,marian_similarity,marian_pt_ms,partial_stt_ms,marian_backend,word_stability_pct,gen_tokens_a,prompt_tokens_a,prefill_ms_a,ttft_ms_a,decode_ms_a,finish_reason_a,draft_tokens_a,draft_accept_a,speaker,timing_schema_version,source_lang,target_lang,session_kind,utterance_id,endpoint_reason,timing_source,speech_end_to_final_ms,vad_wait_ms,stt_queue_wait_ms,translation_queue_wait_ms,finalization_overhead_ms,broadcast_ms,input_audio_path
12,2026-09-09T20:17:02.626925,"No, think about a doctor.","No, piensa en un médico.",,1413.5,41.8,0.0,1512.6,3304.2,1791.6,56.2,0.95,0.0,0.0,1.0,,1.73,,,,0.33,25.7,289.7,ct2-int8,0.667,,,,,,,,,,2,en,es,replay,12,silence,replay_realtime,2070.4,556.8,56.9,0.0,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
13,2026-09-09T20:17:11.754072,What does a doctor long to do when he goes about his profession? He wants to,¿Qué anhela hacer un médico cuando se dedica a su profesión? Él quiere,,156.3,1735.3,0.0,2196.8,10165.1,7968.3,0.2,0.99,29.5,0.0,1.0,,4.86,,,Y,0.59,79.2,188.3,ct2-int8,0.6,17,43,196.37837499612942,1134.4671249971725,600.8117499877699,stop,0,0.0,,2,en,es,replay,13,smart_cut,replay_realtime,5341.6,3143.7,0.3,79.3,1.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
14,2026-09-09T20:17:12.832207,"Maybe this is too generic, but a doctor longs to heal people.","Quizás esto es demasiado genérico, pero un médico anhela curar a la gente.",,273.0,937.3,0.0,1836.3,6418.2,4581.9,4.0,0.99,32.0,0.0,1.0,,4.54,,,,0.5,65.1,1092.7,ct2-int8,0.727,20,40,116.02775001665577,288.9391669887118,648.3509999816306,stop,0,0.0,,2,en,es,replay,14,silence,replay_realtime,2323.8,485.8,80.2,415.7,1.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
15,2026-09-09T20:17:22.001988,And what does a teacher love to do? A teacher loves to teach and bring people to understand,¿Y qué le encanta hacer a un profesor? A un profesor le encanta enseñar y hacer que la gente entienda,,206.5,1933.4,0.0,2365.1,10208.3,7843.2,0.2,1.0,29.0,0.0,1.0,,7.46,,,,0.5,80.6,135.3,ct2-int8,0.5,24,45,172.65141697134823,1083.7225000141189,849.6687089791521,stop,0,0.0,,2,en,es,replay,15,smart_cut,replay_realtime,2917.8,550.7,0.3,0.1,2.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
17,2026-09-09T20:17:26.620860,Well what does a savior love to do?,"Bueno, ¿qué le encanta hacer a un salvador?",,1510.6,751.3,0.0,2370.4,5001.8,2631.4,1.3,0.98,30.6,0.0,1.0,,2.62,,,,0.67,39.4,140.9,ct2-int8,0.857,13,35,122.35312501434237,304.58662495948374,446.67737500276417,stop,0,0.0,,2,en,es,replay,17,silence,replay_realtime,2864.8,493.9,1.4,101.2,0.4,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
18,2026-09-09T20:17:32.661622,Savior loves to save.,Salvador ama salvar.,,152.3,35.9,0.0,190.7,6940.7,6750.0,0.1,0.97,0.0,0.0,1.0,,2.05,,,,0.25,66.3,566.6,ct2-int8,0.188,,,,,,,,,,2,en,es,replay,18,smart_cut,replay_realtime,6153.7,5962.4,0.1,0.0,0.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
19,2026-09-09T20:17:36.569640,And God here is described as the Savior. He loves to save. He he's full of mercy. He's kind.,Y Dios aquí es descrito como el Salvador. Le encanta salvar. Él está lleno de misericordia. Es amable.,,167.1,1871.1,0.0,2050.9,10060.5,8009.7,0.1,0.98,31.9,0.0,1.0,,7.74,,,,0.78,114.8,168.4,ct2-int8,0.789,24,53,174.65229198569432,1093.7074169632979,777.4182500434108,stop,0,0.0,,2,en,es,replay,19,smart_cut,replay_realtime,2317.8,265.6,0.2,0.0,1.2,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
20,2026-09-09T20:17:43.754552,"He's slow to anger, abounding in steadfast love. He's not willing that any should perish.","Es lento para la ira, rebosante de amor leal. No quiere que nadie perezca.",,147.5,1865.9,0.0,2032.6,9500.8,7468.2,7.2,0.99,31.3,0.0,0.85,,7.42,,,,0.35,57.1,168.3,ct2-int8,0.667,23,49,173.52379101794213,1107.4092079652473,758.4715419798158,stop,0,0.0,,2,en,es,replay,20,silence,replay_realtime,2526.8,492.1,7.4,0.3,2.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
21,2026-09-09T20:17:46.629181,But he wants everyone to come to repentance.,Pero él quiere que todos vengan al arrepentimiento.,,395.6,656.6,0.0,1101.2,4880.8,3779.6,1.4,0.97,37.0,0.0,1.0,,3.78,,,,1.0,45.7,110.0,ct2-int8,1.0,12,35,113.94949996611103,309.4158750027418,347.1859999699518,stop,0,0.0,,2,en,es,replay,21,silence,replay_realtime,1593.5,491.3,1.5,0.0,1.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
22,2026-09-09T20:17:49.969921,He is a savior and he loves to save.,Él es un salvador y le encanta salvar.,,446.8,641.8,0.0,1152.8,3796.3,2643.6,2.0,0.98,35.7,0.0,1.0,,2.66,,,,0.88,39.2,108.5,ct2-int8,1.0,12,36,116.38354195747524,285.4519160464406,356.3281669630669,stop,0,0.0,,2,en,es,replay,22,silence,replay_realtime,1638.4,485.0,2.1,0.1,0.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
23,2026-09-09T20:18:00.983446,"That also means that if he is the savior, God is the God is the one who does the saving.","Eso también significa que si él es el salvador, Dios es el que hace la salvación.",,217.0,2701.9,0.0,2935.1,10914.5,7979.3,0.1,0.98,27.4,0.0,1.0,,5.47,,,,0.72,129.8,195.0,ct2-int8,0.64,21,48,402.2667499957606,1906.5057080006227,795.3933750395663,stop,0,0.0,,2,en,es,replay,23,smart_cut,replay_realtime,5484.1,2547.9,0.3,0.1,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
24,2026-09-09T20:18:06.534930,"So his desire is that you be saved, but don't get it","Así que su deseo es que seas salvo, pero no lo entiendas",,960.0,926.7,0.0,3020.4,11034.9,8014.4,0.1,0.98,26.8,0.0,1.0,,4.0,,,Y,0.48,145.1,200.1,ct2-int8,0.423,15,41,147.38579199183732,338.24295800877735,588.4493340272456,stop,0,0.0,,2,en,es,replay,24,smart_cut,replay_realtime,7035.7,4014.4,0.5,933.3,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
25,2026-09-09T20:18:07.692018,"You know, don't get it twisted and think that therefore you go and save yourself.","Sabes, no te confundas y pienses que por lo tanto vas y te salvas.",,459.2,1138.8,0.0,3476.3,8191.5,4715.2,261.5,0.99,27.8,0.0,0.85,,4.67,,,,0.0,27.8,225.3,ct2-int8,0.0,21,45,114.18541701277718,355.4350839694962,783.3425410208292,stop,0,0.0,,2,en,es,replay,25,silence,replay_realtime,3968.9,491.2,1235.7,623.6,1.4,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
26,2026-09-09T20:18:10.275230,God is the savior. He does all the saving.,Dios es el salvador. Él hace toda la salvación.,,586.3,795.7,0.0,1489.9,4868.0,3378.1,6.3,0.98,31.3,0.0,1.0,,3.65,,,,0.46,50.7,165.4,ct2-int8,0.6,14,37,150.38949996232986,324.5955840102397,471.1017500376329,stop,0,0.0,,2,en,es,replay,26,silence,replay_realtime,1976.1,485.5,6.5,0.1,0.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
27,2026-09-09T20:18:19.146173,"And we're gonna look at here in a second what it is that God does, what he has done","Y vamos a ver aquí en un segundo lo que es lo que Dios hace, lo que ha hecho",,163.8,1857.8,0.0,2035.5,9772.6,7737.1,0.1,0.99,28.1,0.0,1.0,,6.14,,,,0.65,88.9,154.7,ct2-int8,0.75,21,48,143.97087501129135,1087.2282499913126,770.5555410357192,stop,0,0.0,,2,en,es,replay,27,smart_cut,replay_realtime,3903.3,1866.8,0.2,0.1,0.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
28,2026-09-09T20:18:20.237554,to accomplish salvation for you and for me.,lograr la salvación para ti y para mí.,,324.2,633.4,0.0,1020.0,4993.6,3973.6,7.3,0.99,36.8,0.0,0.85,,3.94,,,,1.0,48.1,212.8,ct2-int8,0.889,12,35,115.4835419729352,284.7277499968186,348.65937498398125,stop,0,0.0,,2,en,es,replay,28,silence,replay_realtime,1506.7,485.5,7.5,0.0,1.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
29,2026-09-09T20:18:30.004783,Salvation really only occurs when when God does something that is completely outside of our ability to do.,La salvación realmente solo ocurre cuando Dios hace algo que está completamente fuera de nuestra capacidad de hacer.,,167.2,1767.9,0.0,1953.0,9920.6,7967.6,0.1,0.99,31.8,0.0,1.0,,7.87,,,,0.83,83.2,158.1,ct2-int8,0.938,21,46,169.7003750014119,1084.9126249668188,682.9445410403423,stop,0,0.0,,2,en,es,replay,29,smart_cut,replay_realtime,2090.1,134.8,0.3,0.0,2.4,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
30,2026-09-09T20:18:31.690435,Otherwise we wouldn't need to be saved.,De lo contrario no necesitaríamos ser salvados.,,458.9,33.0,0.0,498.7,3775.0,3276.3,6.3,0.99,0.0,0.0,1.0,,2.75,,,,1.0,40.3,106.7,ct2-int8,1.0,,,,,,,,,,2,en,es,replay,30,silence,replay_realtime,991.8,492.3,6.5,0.0,0.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
31,2026-09-09T20:18:39.229973,"If salvation was something we could do, then we wouldn't be in need of rescue.","Si la salvación fuera algo que pudiéramos hacer, entonces no necesitaríamos ser rescatados.",,1079.2,965.8,0.0,2054.5,7663.8,5609.3,2.5,0.99,31.9,0.0,1.0,,5.6,,,,0.79,157.9,139.7,ct2-int8,0.917,21,45,114.0706669539213,284.28254200844094,681.5646250033751,stop,0,0.0,,2,en,es,replay,31,silence,replay_realtime,2547.5,491.3,2.6,0.0,1.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
32,2026-09-09T20:18:40.132384,And so for my,Y así por mi,,318.7,21.2,0.0,341.9,1933.5,1591.5,1.5,0.95,0.0,0.0,1.0,,1.6,,,Y,0.33,23.6,82.4,ct2-int8,0.5,,,,,,,,,,2,en,es,replay,32,silence,replay_realtime,826.0,483.9,1.6,0.0,0.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
