chunk_id,timestamp,english,spanish_a,spanish_b,stt_latency_ms,latency_a_ms,latency_b_ms,e2e_latency_ms,true_e2e_ms,silence_delay_ms,queue_wait_ms,stt_confidence,tps_a,tps_b,qe_a,qe_b,utterance_dur,homophone_flags,near_miss_flags,bad_split,marian_similarity,marian_pt_ms,partial_stt_ms,marian_backend,word_stability_pct,gen_tokens_a,prompt_tokens_a,prefill_ms_a,ttft_ms_a,decode_ms_a,finish_reason_a,draft_tokens_a,draft_accept_a,speaker,timing_schema_version,source_lang,target_lang,session_kind,utterance_id,endpoint_reason,timing_source,speech_end_to_final_ms,vad_wait_ms,stt_queue_wait_ms,translation_queue_wait_ms,finalization_overhead_ms,broadcast_ms,input_audio_path
12,2026-09-09T20:32:55.471589,"No, think about a doctor.","No, piensa en un médico.",,141.1,72.4,0.0,11659.8,11680.6,20.8,11442.9,0.95,0.0,0.0,1.0,,1.73,,,,,,,ct2-int8,,,,,,,,,,,2,en,es,replay,12,silence,replay_realtime,14081.2,2420.6,11443.0,0.0,0.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
13,2026-09-09T20:32:57.123147,What does a doctor long to do when he goes about his profession? He wants to,¿Qué anhela hacer un médico cuando se dedica a su profesión? Él quiere,,242.2,1378.5,0.0,6731.2,13306.2,6575.0,5005.2,0.99,18.7,0.0,1.0,,4.86,,,Y,0.14,67.5,371.5,ct2-int8,0.182,17,43,174.43725001066923,435.2146669989452,943.2782920193858,stop,0,0.0,,2,en,es,replay,13,smart_cut,replay_realtime,9876.8,3144.3,5005.4,79.9,1.2,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
14,2026-09-09T20:32:58.844844,"Maybe this is too generic, but a doctor longs to heal people.","Quizás esto es demasiado genérico, pero un médico anhela curar a la gente.",,541.3,1708.2,0.0,7017.4,11597.2,4579.8,3812.4,0.99,19.2,0.0,1.0,,4.54,,,,0.14,70.4,466.1,ct2-int8,0.182,20,40,254.7800830216147,636.4512909785844,1071.73991703894,stop,0,0.0,,2,en,es,replay,14,silence,replay_realtime,7502.4,483.7,3812.8,940.6,1.2,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
15,2026-09-09T20:33:04.919815,And what does a teacher love to do? A teacher loves to teach and bring people to understand,¿Y qué le encanta hacer a un profesor? A un profesor le encanta enseñar y hacer que la gente entienda,,1221.6,2590.1,0.0,4415.0,12421.8,8006.8,3.3,1.0,24.6,0.0,1.0,,7.46,,,,0.5,105.5,239.1,ct2-int8,0.5,24,45,393.5857079923153,1584.3049579998478,1005.8095420245081,stop,0,0.0,,2,en,es,replay,15,smart_cut,replay_realtime,5001.4,583.9,27.9,8.6,2.1,0.1,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
17,2026-09-09T20:33:06.689606,Well what does a savior love to do?,"Bueno, ¿qué le encanta hacer a un salvador?",,459.1,1079.0,0.0,1616.0,3558.8,1942.9,1.4,0.98,23.4,0.0,1.0,,2.62,,,,0.1,61.0,385.6,ct2-int8,0.333,13,35,218.79183303099126,468.3896659989841,610.6493750121444,stop,0,0.0,,2,en,es,replay,17,silence,replay_realtime,2099.2,482.5,1.5,0.1,0.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
18,2026-09-09T20:33:13.642137,Savior loves to save.,Salvador ama salvar.,,156.4,51.9,0.0,220.3,8187.3,7967.0,3.0,0.97,0.0,0.0,1.0,,2.05,,,,0.25,84.9,266.2,ct2-int8,0.188,,,,,,,,,,2,en,es,replay,18,smart_cut,replay_realtime,6299.7,6073.4,3.8,1.0,5.9,0.4,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
19,2026-09-09T20:33:23.606411,And God here is described as the Savior. He loves to save. He he's full of mercy. He's kind.,Y Dios aquí es descrito como el Salvador. Le encanta salvar. Él está lleno de misericordia. Es amable.,,231.9,7981.5,0.0,8254.8,16262.8,8008.0,0.1,0.98,20.4,0.0,1.0,,7.74,,,,0.74,84.7,296.0,ct2-int8,0.737,24,53,1537.359000009019,6776.720124995336,1204.7827080241404,stop,0,0.0,,2,en,es,replay,19,smart_cut,replay_realtime,8520.0,263.9,0.2,0.0,1.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
20,2026-09-09T20:33:25.263392,"He's slow to anger, abounding in steadfast love. He's not willing that any should perish.","Es lento para la ira, rebosante de amor leal. No quiere que nadie perezca.",,518.3,1632.8,0.0,2712.3,10175.5,7463.2,9.6,0.99,20.4,0.0,0.85,,7.42,,,,0.07,39.6,1470.4,ct2-int8,1.0,23,49,222.4904170143418,478.57804101658985,1154.252499982249,stop,0,0.0,,2,en,es,replay,20,silence,replay_realtime,3200.9,487.1,9.8,529.6,1.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
21,2026-09-09T20:33:28.169814,But he wants everyone to come to repentance.,Pero él quiere que todos vengan al arrepentimiento.,,698.9,983.7,0.0,1806.1,5591.0,3784.9,14.2,0.97,21.1,0.0,1.0,,3.78,,,,1.0,61.4,317.7,ct2-int8,1.0,12,35,153.97312497952953,386.3602919736877,597.3598749842495,stop,0,0.0,,2,en,es,replay,21,silence,replay_realtime,2299.3,491.2,15.0,0.1,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
22,2026-09-09T20:33:32.998020,He is a savior and he loves to save.,Él es un salvador y le encanta salvar.,,339.5,1072.8,0.0,3244.5,5946.2,2701.8,572.8,0.98,21.7,0.0,1.0,,2.66,,,,0.88,65.3,325.3,ct2-int8,1.0,12,36,165.09300004690886,491.14825000287965,581.690333026927,stop,0,0.0,,2,en,es,replay,22,silence,replay_realtime,3831.5,567.8,575.1,1094.5,0.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
23,2026-09-09T20:33:43.551856,"That also means that if he is the savior, God is the God is the one who does the saving.","Eso también significa que si él es el salvador, Dios es el que hace la salvación.",,208.3,4331.6,0.0,4606.5,11769.5,7163.0,6.1,0.98,19.4,0.0,1.0,,5.47,,,,0.72,111.5,217.8,ct2-int8,0.64,21,48,608.5920420009643,3209.3247500015423,1122.251165972557,stop,0,0.0,,2,en,es,replay,23,smart_cut,replay_realtime,7217.4,2601.0,6.3,0.8,1.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
24,2026-09-09T20:33:46.059462,"So his desire is that you be saved, but don't get it","Así que su deseo es que seas salvo, pero no lo entiendas",,270.2,1318.8,0.0,1716.8,9724.1,8007.3,0.1,0.98,22.9,0.0,1.0,,4.0,,,Y,0.48,128.9,328.3,ct2-int8,0.423,15,41,241.06637499062344,631.8292089854367,686.9893330149353,stop,0,0.0,,2,en,es,replay,24,smart_cut,replay_realtime,5725.0,4007.3,0.2,0.1,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
25,2026-09-09T20:33:47.769400,"You know, don't get it twisted and think that therefore you go and save yourself.","Sabes, no te confundas y pienses que por lo tanto vas y te salvas.",,454.6,1414.0,0.0,2721.1,7433.7,4712.6,11.0,0.99,22.2,0.0,0.85,,4.67,,,,0.0,32.9,255.6,ct2-int8,0.0,21,45,205.28487500268966,436.0879580490291,977.9331249883398,stop,0,0.0,,2,en,es,replay,25,silence,replay_realtime,3210.9,488.5,12.1,653.2,1.2,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
26,2026-09-09T20:33:53.302988,God is the savior. He does all the saving.,Dios es el salvador. Él hace toda la salvación.,,458.7,1259.2,0.0,3379.6,7099.7,3720.1,73.7,0.98,21.8,0.0,1.0,,3.65,,,,0.46,50.5,465.8,ct2-int8,0.6,14,37,157.49087498988956,587.8410409786738,671.343624999281,stop,0,0.0,,2,en,es,replay,26,silence,replay_realtime,4168.5,574.0,74.4,0.1,0.7,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
27,2026-09-09T20:34:00.766104,"And we're gonna look at here in a second what it is that God does, what he has done","Y vamos a ver aquí en un segundo lo que es lo que Dios hace, lo que ha hecho",,208.9,2368.9,0.0,2821.6,10677.3,7855.7,0.1,0.99,20.7,0.0,1.0,,6.14,,,,0.65,95.1,226.7,ct2-int8,0.75,21,48,187.41716700606048,1323.4214159892872,1045.4526669927873,stop,0,0.0,,2,en,es,replay,27,smart_cut,replay_realtime,4687.6,1865.1,0.3,0.1,0.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
28,2026-09-09T20:34:01.899995,to accomplish salvation for you and for me.,lograr la salvación para ti y para mí.,,321.2,962.8,0.0,1845.9,5820.9,3974.9,5.9,0.99,22.2,0.0,0.85,,3.94,,,,0.5,40.0,1275.6,ct2-int8,0.667,12,35,163.55724999448285,393.0803340044804,569.6854999987409,stop,0,0.0,,2,en,es,replay,28,silence,replay_realtime,2333.5,486.9,74.2,325.1,0.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
29,2026-09-09T20:34:11.420017,Salvation really only occurs when when God does something that is completely outside of our ability to do.,La salvación realmente solo ocurre cuando Dios hace algo que está completamente fuera de nuestra capacidad de hacer.,,232.2,2270.8,0.0,2529.0,10247.9,7718.9,0.1,0.99,23.0,0.0,1.0,,7.87,,,,0.83,57.9,198.8,ct2-int8,0.938,21,46,284.8640829906799,1331.264916982036,939.5702080219053,stop,0,0.0,,2,en,es,replay,29,smart_cut,replay_realtime,2669.5,138.5,0.4,0.1,1.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
30,2026-09-09T20:34:12.488015,Otherwise we wouldn't need to be saved.,De lo contrario no necesitaríamos ser salvados.,,410.0,51.7,0.0,466.4,3736.7,3270.3,4.3,0.99,0.0,0.0,1.0,,2.75,,,,1.0,43.8,139.0,ct2-int8,1.0,,,,,,,,,,2,en,es,replay,30,silence,replay_realtime,953.5,486.3,4.5,0.0,0.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
31,2026-09-09T20:34:20.639749,"If salvation was something we could do, then we wouldn't be in need of rescue.","Si la salvación fuera algo que pudiéramos hacer, entonces no necesitaríamos ser rescatados.",,1223.4,1395.0,0.0,2632.5,8237.1,5604.6,2.9,0.99,21.9,0.0,1.0,,5.6,,,,0.79,52.3,152.7,ct2-int8,0.917,21,45,173.78941702190787,408.71625003637746,986.2457079580054,stop,0,0.0,,2,en,es,replay,31,silence,replay_realtime,3121.2,487.3,3.2,0.1,1.3,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
32,2026-09-09T20:34:21.038070,And so for my,Y así por mi,,368.8,24.4,0.0,395.0,1965.7,1570.7,0.9,0.95,0.0,0.0,1.0,,1.6,,,Y,0.33,26.3,239.4,ct2-int8,0.5,,,,,,,,,,2,en,es,replay,32,silence,replay_realtime,895.5,500.3,1.0,0.0,0.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(2_8_26)_BpIELcuh8O0.wav
