chunk_id,timestamp,english,spanish_a,spanish_b,stt_latency_ms,latency_a_ms,latency_b_ms,e2e_latency_ms,true_e2e_ms,silence_delay_ms,queue_wait_ms,stt_confidence,tps_a,tps_b,qe_a,qe_b,utterance_dur,homophone_flags,near_miss_flags,bad_split,marian_similarity,marian_pt_ms,partial_stt_ms,marian_backend,word_stability_pct,gen_tokens_a,prompt_tokens_a,prefill_ms_a,ttft_ms_a,decode_ms_a,finish_reason_a,draft_tokens_a,draft_accept_a,speaker,timing_schema_version,source_lang,target_lang,session_kind,utterance_id,endpoint_reason,timing_source,speech_end_to_final_ms,vad_wait_ms,stt_queue_wait_ms,translation_queue_wait_ms,finalization_overhead_ms,broadcast_ms,input_audio_path
13,2026-09-09T20:11:51.007515,"I want to ask again, are you saved? Um","Quiero preguntar de nuevo, ¿estás salvado? Um",,308.0,757.1,0.0,1118.2,4326.1,3207.9,3.8,0.98,31.3,0.0,1.0,,3.17,,,,0.86,44.6,105.0,ct2-int8,1.0,14,37,113.47404104890302,287.2040410293266,469.9271669960581,stop,0,0.0,,2,en,es,replay,13,silence,replay_realtime,1606.6,487.8,3.9,0.0,0.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
14,2026-09-09T20:11:59.389752,They were both sinners. That is w uh very that that is very uh clear clear to see. I mean these guys,"Ambos eran pecadores. Eso es muy muy claro de ver. Quiero decir, estos tipos",,211.9,1171.0,0.0,1430.9,9254.0,7823.1,0.1,0.98,30.7,0.0,0.85,,5.66,,,,0.43,100.3,224.8,ct2-int8,0.529,20,50,136.15933299297467,496.5570000349544,674.429707985837,stop,0,0.0,,2,en,es,replay,14,smart_cut,replay_realtime,3780.8,2348.7,0.2,41.8,1.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
15,2026-09-09T20:12:05.317734,clearly weren't I mean they're they were being crucified and that is um,"claramente no, quiero decir, estaban siendo crucificados y eso es um",,233.7,1570.0,0.0,1813.6,9826.2,8012.5,0.1,0.99,34.0,0.0,1.0,,4.29,,,,0.32,84.3,209.1,ct2-int8,0.389,16,43,150.3020420204848,1073.6255000228994,496.35199998738244,stop,0,0.0,,2,en,es,replay,15,smart_cut,replay_realtime,5540.2,3724.5,0.3,0.1,2.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
16,2026-09-09T20:12:10.538887,uh the most brutal way uh a man uh an any person can uh can be put to death. And yet these were these guys were both sinners,"uh la forma más brutal uh en que un hombre uh cualquier persona puede ser puto a muerte. Y sin embargo, estos tipos eran ambos pecadores",,786.3,1953.6,0.0,2745.3,10759.5,8014.1,0.3,0.97,31.1,0.0,1.0,,6.5,,,,0.19,47.7,195.6,ct2-int8,0.625,31,55,181.4601250225678,931.3253749860451,1022.2929579904303,stop,0,0.0,,2,en,es,replay,16,smart_cut,replay_realtime,4265.4,1518.0,0.7,0.0,2.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
17,2026-09-09T20:12:13.308802,"But uh one of them woke up in heaven and the other one woke up in hell. Let me ask you again, are you saved?","Pero eh uno de ellos despertó en el cielo y el otro despertó en el infierno. Déjame preguntarte de nuevo, ¿estás salvado?",,406.0,1441.5,0.0,1869.5,7033.9,5164.4,17.6,0.99,31.5,0.0,1.0,,5.12,,,,0.61,82.7,155.4,ct2-int8,0.882,35,54,126.97566603310406,304.4958329992369,1137.02695799293,stop,0,0.0,,2,en,es,replay,17,silence,replay_realtime,2363.4,492.1,17.8,0.0,1.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
18,2026-09-09T20:12:21.133579,I I just want you to to to think about that because you have these two men who are similar but also different. And,Solo quiero que pienses en eso porque tienes a estos dos hombres que son similares pero también diferentes. Y,,1092.3,1014.5,0.0,2212.8,9425.3,7212.6,3.2,0.98,31.7,0.0,1.0,,7.36,,,Y,0.75,78.6,150.8,ct2-int8,0.889,22,51,115.36095797782764,297.40833304822445,717.054083943367,stop,0,0.0,,2,en,es,replay,18,silence,replay_realtime,2700.4,485.9,3.4,94.3,1.4,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
19,2026-09-09T20:12:28.875864,Uh one of them ended up in paradise and the other one ended up in uh torment.,Uno de ellos terminó en el paraíso y el otro terminó en tormento.,,157.2,1611.6,0.0,1852.3,9821.4,7969.1,0.1,0.98,35.1,0.0,0.85,,4.83,,,,0.83,91.0,196.7,ct2-int8,0.812,17,44,140.60949999839067,1104.2015409911983,507.36462499480695,stop,0,0.0,,2,en,es,replay,19,smart_cut,replay_realtime,5034.8,3180.6,0.4,77.6,1.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
20,2026-09-09T20:12:34.910199,"Are you saved? And you might be thinking, well, I'm not like these two men. Well you you are. You are. Um whether you want to uh admit it or not.","¿Estás salvado? Y quizás estés pensando, bueno, yo no soy como estos dos hombres. Bueno, tú lo eres. Tú lo eres. Um, ya sea que quieras admitirlo o no.",,626.5,2416.4,0.0,3055.7,11067.7,8012.0,4.8,0.97,29.5,0.0,1.0,,8.0,,,,0.37,614.7,202.5,ct2-int8,0.181,43,66,161.29404201637954,936.7970830062404,1479.5629999716766,stop,0,0.0,,2,en,es,replay,20,hard_cut,replay_realtime,3069.3,12.0,5.1,0.0,1.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
21,2026-09-09T20:12:42.137446,"We we are all like these two men. Obviously, you know, I hope anyone hasn't I hope no one's committed murder. Um and if you do then uh","Todos somos como estos dos hombres. Obviamente, ya sabes, espero que nadie haya cometido asesinato. Um y si lo haces, entonces eh",,238.6,2040.4,0.0,2286.8,10250.5,7963.6,0.1,0.98,28.4,0.0,1.0,,7.65,,,,0.3,40.7,516.4,ct2-int8,0.875,29,62,167.97908302396536,995.0761669897474,1045.359208015725,stop,0,0.0,,2,en,es,replay,21,smart_cut,replay_realtime,2648.7,359.9,0.3,0.1,1.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
22,2026-09-09T20:12:45.396330,You should probably go turn yourself in. Um,Probablemente deberías entregarte. Um,,624.8,668.7,0.0,1387.7,5906.8,4519.0,9.9,0.98,33.4,0.0,0.85,,3.97,,,,0.75,29.7,115.2,ct2-int8,1.0,9,35,169.59079098887742,361.7264589993283,306.9313330342993,stop,0,0.0,,2,en,es,replay,22,silence,replay_realtime,1875.7,486.9,10.1,0.6,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
23,2026-09-09T20:12:54.768637,"But I hope no one has, you know, committed murder. You know, again, like I said, it doesn't matter what kind of sin you've committed, we've all sinned, whether that's","Pero espero que nadie haya, ya sabes, cometido asesinato. Ya sabes, de nuevo, como dije, no importa qué tipo de pecado hayas cometido, todos hemos pecado, ya sea que sea",,258.3,2360.1,0.0,2624.6,10153.1,7528.4,0.1,0.98,28.5,0.0,1.0,,6.85,,,,0.61,113.2,198.3,ct2-int8,0.714,39,72,157.17708400916308,968.2067909743637,1391.888917016331,stop,0,0.0,,2,en,es,replay,23,smart_cut,replay_realtime,3792.2,1164.2,0.2,0.1,3.3,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
24,2026-09-09T20:13:01.404752,taking something that you shouldn't have or uh you know maybe stealing candy,"tomar algo que no deberías o eh ya sabes, tal vez robar dulces",,173.3,1599.8,0.0,2418.3,10426.9,8008.6,0.1,0.99,26.3,0.0,0.85,,4.06,,,,0.48,130.5,196.9,ct2-int8,0.462,18,41,139.3173749675043,891.8837500386871,707.9591249930672,stop,0,0.0,,2,en,es,replay,24,smart_cut,replay_realtime,6364.5,3944.6,0.2,637.2,1.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
25,2026-09-09T20:13:05.175278,Or um uh lying to your mom whenever she tells you to do something and you say you do it. Um that is we we are all we are all sinners.,"O um eh mentirle a tu mamá cada vez que te dice que hagas algo y dices que lo haces. Um eso es nosotros, todos somos pecadores.",,707.0,1428.3,0.0,2152.7,10133.5,7980.8,12.6,0.99,30.7,0.0,1.0,,7.94,,,,0.46,66.7,184.6,ct2-int8,0.778,34,59,115.98816700279713,297.2278750385158,1131.0789579874836,stop,0,0.0,,2,en,es,replay,25,silence,replay_realtime,2647.1,492.6,13.0,0.0,1.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
26,2026-09-09T20:13:09.141473,Um and these two and in in these two where we're paying for,Um y estos dos y en en estos dos donde estamos pagando por,,551.0,721.5,0.0,1319.0,5211.0,3892.0,3.9,0.96,36.1,0.0,1.0,,4.06,,,Y,0.78,42.5,108.4,ct2-int8,1.0,15,41,113.76737500540912,283.64770801272243,437.8789580077864,stop,0,0.0,,2,en,es,replay,26,silence,replay_realtime,1813.4,493.0,4.1,0.1,1.2,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
