chunk_id,timestamp,english,spanish_a,spanish_b,stt_latency_ms,latency_a_ms,latency_b_ms,e2e_latency_ms,true_e2e_ms,silence_delay_ms,queue_wait_ms,stt_confidence,tps_a,tps_b,qe_a,qe_b,utterance_dur,homophone_flags,near_miss_flags,bad_split,marian_similarity,marian_pt_ms,partial_stt_ms,marian_backend,word_stability_pct,gen_tokens_a,prompt_tokens_a,prefill_ms_a,ttft_ms_a,decode_ms_a,finish_reason_a,draft_tokens_a,draft_accept_a,speaker,timing_schema_version,source_lang,target_lang,session_kind,utterance_id,endpoint_reason,timing_source,speech_end_to_final_ms,vad_wait_ms,stt_queue_wait_ms,translation_queue_wait_ms,finalization_overhead_ms,broadcast_ms,input_audio_path
11,2026-09-09T20:14:31.714527,Uh and also,Uh y también,,96.6,24.1,0.0,124.4,8094.1,7969.6,0.1,0.93,0.0,0.0,1.0,,1.18,,,,0.1,136.1,197.9,ct2-int8,0.08,,,,,,,,,,2,en,es,replay,11,smart_cut,replay_realtime,6948.4,6823.8,0.5,0.0,0.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
12,2026-09-09T20:14:33.917544,"Um th neither of these guys kept the law, but one of them uh woke up with God and the other one woke up with the devil.","Uno de esos dos no respetaba la ley, pero uno de ellos se despertó con Dios y el otro se despertó con el diablo.",,230.6,904.4,0.0,1136.1,9150.3,8014.2,0.1,0.98,54.8,0.0,1.0,,6.82,,,,0.64,121.6,204.0,ct2-int8,0.826,31,55,45.48633296508341,320.6474580219947,583.732291997876,stop,0,0.0,,2,en,es,replay,12,smart_cut,replay_realtime,2335.4,1198.1,0.3,0.0,1.1,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
13,2026-09-09T20:14:35.647712,"I want to ask again, are you saved? Um","Quiero preguntar de nuevo, ¿estás guardado? Um",,338.0,509.3,0.0,852.5,4065.1,3212.6,4.0,0.98,50.8,0.0,1.0,,3.17,,,,0.62,47.0,112.7,ct2-int8,0.833,14,37,43.56395802460611,216.1404580110684,293.1276249582879,stop,0,0.0,,2,en,es,replay,13,silence,replay_realtime,1345.6,492.5,4.1,0.0,0.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
14,2026-09-09T20:14:43.833196,They were both sinners. That is w uh very that that is very uh clear clear to see. I mean these guys,"Ambos eran pecadores. Eso es muy muy claro de ver. Quiero decir, estos tipos",,202.6,732.6,0.0,976.3,8757.7,7781.4,0.2,0.98,46.7,0.0,0.85,,5.66,,,,0.43,68.4,193.4,ct2-int8,0.529,20,50,57.63062497135251,287.9718750482425,444.6035419823602,stop,0,0.0,,2,en,es,replay,14,smart_cut,replay_realtime,3323.3,2346.1,0.3,36.9,0.9,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
15,2026-09-09T20:14:49.361884,clearly weren't I mean they're they were being crucified and that is um,"claramente no, quiero decir que estaban siendo crucificados y eso es um",,214.2,622.4,0.0,838.7,8850.9,8012.2,0.1,0.99,49.0,0.0,1.0,,4.29,,,,0.36,97.8,188.2,ct2-int8,0.409,16,43,55.68870803108439,278.66012504091486,343.75875000841916,stop,0,0.0,,2,en,es,replay,15,smart_cut,replay_realtime,4564.1,3724.2,0.1,0.3,1.2,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
16,2026-09-09T20:14:53.956048,uh the most brutal way uh a man uh an any person can uh can be put to death. And yet these were these guys were both sinners,"uh la forma más brutal uh un hombre uh cualquier persona puede uh ser puesto a muerte. Y sin embargo, estos eran estos tipos eran ambos pecadores",,253.1,887.1,0.0,1141.5,9156.8,8015.3,0.1,0.97,55.9,0.0,1.0,,6.5,,,,0.2,53.5,202.7,ct2-int8,0.625,31,55,44.63449999457225,313.89204203151166,573.2552499976009,stop,0,0.0,,2,en,es,replay,16,smart_cut,replay_realtime,2662.4,1519.2,0.4,0.0,1.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
17,2026-09-09T20:14:57.782637,"But uh one of them woke up in heaven and the other one woke up in hell. Let me ask you again, are you saved?","Pero eh uno de ellos se despertó en el cielo y el otro se despertó en el infierno. Déjame preguntarte de nuevo, ¿estás salvo?",,452.3,858.3,0.0,1328.3,6488.1,5159.8,16.2,0.99,57.7,0.0,1.0,,5.12,,,,0.67,84.9,166.9,ct2-int8,1.0,36,54,44.19433296425269,215.3909999760799,642.8975830203854,stop,0,0.0,,2,en,es,replay,17,silence,replay_realtime,1817.1,487.4,16.4,0.0,1.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
18,2026-09-09T20:15:05.014153,I I just want you to to to think about that because you have these two men who are similar but also different. And,Solo quiero que pienses en eso porque tienes estos dos hombres que son similares pero también diferentes. Y,,439.4,623.6,0.0,1067.6,8201.7,7134.0,2.7,0.98,54.7,0.0,1.0,,7.36,,,Y,0.79,78.0,148.6,ct2-int8,0.889,21,51,44.41529099131003,220.58116598054767,403.0166669981554,stop,0,0.0,,2,en,es,replay,18,silence,replay_realtime,1560.7,491.4,2.8,0.0,1.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
19,2026-09-09T20:15:13.252760,Uh one of them ended up in paradise and the other one ended up in uh torment.,Uno de ellos terminó en el paraíso y el otro terminó en el tormento.,,158.7,1036.3,0.0,1209.9,9188.2,7978.3,0.1,0.98,61.6,0.0,0.85,,4.83,,,,0.83,89.8,210.4,ct2-int8,0.875,18,44,64.46137500461191,725.8264159900136,310.4559170315042,stop,0,0.0,,2,en,es,replay,19,smart_cut,replay_realtime,4391.5,3180.2,0.2,11.1,1.5,0.3,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
20,2026-09-09T20:15:18.088664,"Are you saved? And you might be thinking, well, I'm not like these two men. Well you you are. You are. Um whether you want to uh admit it or not.","¿Estás salvo? Y podrías estar pensando, bueno, no soy como estos dos hombres. Bueno, tú lo eres. Lo eres. Eh, ya sea que quieras admitirlo o no.",,215.0,993.0,0.0,1214.3,9225.7,8011.4,4.3,0.97,58.9,0.0,1.0,,8.0,,,,0.29,494.7,190.8,ct2-int8,0.139,41,66,51.38079100288451,277.41699997568503,715.5404170043766,stop,0,0.0,,2,en,es,replay,20,hard_cut,replay_realtime,1227.5,11.4,4.4,0.0,1.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
21,2026-09-09T20:15:25.925827,"We we are all like these two men. Obviously, you know, I hope anyone hasn't I hope no one's committed murder. Um and if you do then uh","Todos somos como estos dos hombres. Obviamente, ya sabes, espero que nadie haya cometido asesinato. Eh y si lo haces entonces eh",,235.0,819.2,0.0,1055.7,9018.7,7963.0,0.1,0.98,57.0,0.0,1.0,,7.65,,,,0.32,40.0,194.8,ct2-int8,0.875,28,62,45.26945797260851,310.2937079966068,508.91945901094005,stop,0,0.0,,2,en,es,replay,21,smart_cut,replay_realtime,1416.9,359.3,0.1,0.0,1.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
22,2026-09-09T20:15:29.878240,You should probably go turn yourself in. Um,Probablemente deberías ir a entregarte. Um,,402.1,435.7,0.0,844.8,5368.6,4523.8,5.9,0.98,51.5,0.0,1.0,,3.97,,,,0.5,28.4,127.9,ct2-int8,1.0,11,35,43.960792012512684,207.15470798313618,228.54550002375618,stop,0,0.0,,2,en,es,replay,22,silence,replay_realtime,1337.4,491.8,6.1,0.0,0.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
23,2026-09-09T20:15:38.860042,"But I hope no one has, you know, committed murder. You know, again, like I said, it doesn't matter what kind of sin you've committed, we've all sinned, whether that's","Pero espero que nadie haya cometido asesinato. Sabes, de nuevo, como dije, no importa qué tipo de pecado hayas cometido, todos hemos pecado, ya sea",,294.5,1408.5,0.0,1704.8,9489.3,7784.4,0.1,0.98,52.1,0.0,0.85,,6.85,,,,0.67,140.5,544.3,ct2-int8,0.679,33,72,121.46395799936725,757.5254580006003,650.9809169801883,stop,0,0.0,,2,en,es,replay,23,smart_cut,replay_realtime,2863.4,1155.7,0.1,0.0,2.8,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
24,2026-09-09T20:15:45.349931,taking something that you shouldn't have or uh you know maybe stealing candy,"tomar algo que no deberías o eh ya sabes, tal vez robar dulces",,152.4,1145.4,0.0,1340.1,9351.9,8011.8,0.1,0.99,41.6,0.0,0.85,,4.06,,,,0.42,137.9,324.9,ct2-int8,0.367,18,41,68.34591698134318,681.1459999880753,464.2586249974556,stop,0,0.0,,2,en,es,replay,24,smart_cut,replay_realtime,5289.4,3947.8,0.2,36.4,1.5,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
25,2026-09-09T20:15:49.283935,Or um uh lying to your mom whenever she tells you to do something and you say you do it. Um that is we we are all we are all sinners.,"O um eh mentirle a tu mamá cada vez que te dice que hagas algo y tú dices que lo haces. Um eso es nosotros, todos somos pecadores.",,455.0,778.1,0.0,1241.9,9221.9,7980.0,7.5,0.99,63.9,0.0,1.0,,7.94,,,,0.45,101.3,213.9,ct2-int8,0.778,35,59,45.698750007431954,211.83995896717533,566.2615830078721,stop,0,0.0,,2,en,es,replay,25,silence,replay_realtime,1735.5,491.8,7.7,0.0,1.6,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
26,2026-09-09T20:15:54.379676,Um and these two and in in these two where we're paying for,Um y estos dos y en estos dos por los que estamos pagando,,996.5,460.8,0.0,1507.7,5608.8,4101.1,2.7,0.96,66.2,0.0,1.0,,4.06,,,Y,0.55,41.8,123.3,ct2-int8,0.9,15,41,44.4087500218302,217.81554096378386,242.98662500223145,stop,0,0.0,,2,en,es,replay,26,silence,replay_realtime,2031.4,522.5,4.5,0.0,1.0,0.0,/Users/willem/Code/vibes/SRTranslate/stark_data/replay/Gospel_Message_(12_14_25)_5D2rOMvkwrk.wav
